id,catalog_number,additional_description
2064489,1 B 86 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064529,1 3V 450 P,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2064517,1 3V 1900 Q,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2064505,1 C 80 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064521,1 3V 300 G,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2064550,14MX126S37-3525,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064533,1 3V 500 P,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2064566,14MX200S37-4030,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064541,1 3V 690 P,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2064582,14MX31S20-2012,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064558,14MX168S37-4030,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064525,1 3V 365 P,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2064610,14MX39S37-3020,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064554,14MX140S90-5040,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064630,14MX50S20-3020,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064606,14MX38S37-3020,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
