additional_description,description,ids,item_code,ordering_number
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >C Bucket - 100 Fastener Sets - Bottom Plates are Pre-Assembled</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >C Bucket - 100 Fastener Sets - Bottom Plates are Pre-Assembled</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >3/16-7/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >14 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >225 PIW</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >3/16-7/16 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >14 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >225 PIW</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 20012 140C FASTENERS,156510,20012,140C
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >C Bucket - 100 Fastener Sets - Bottom Plates are Pre-Assembled</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >C Bucket - 100 Fastener Sets - Bottom Plates are Pre-Assembled</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >9/16-13/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >30 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >440 PIW</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >9/16-13/16 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >30 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >440 PIW</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 20017 2C FASTENERS,156514,20017,2C
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >5/16-9/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >330 PIW</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >5/16-9/16 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Stainless - 300 Series</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >330 PIW</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Stainless - 300 Series</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 20035 190ES FASTENERS,156521,20035,190ES
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >C Bucket - 100 Fastener Sets - Bottom Plates are Pre-Assembled</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >C Bucket - 100 Fastener Sets - Bottom Plates are Pre-Assembled</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >5/16-9/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >330 PIW</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >5/16-9/16 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >330 PIW</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 20013 190C FASTENERS,156511,20013,190C
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >C Bucket - 100 Fastener Sets - Bottom Plates are Pre-Assembled</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >C Bucket - 100 Fastener Sets - Bottom Plates are Pre-Assembled</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >7/16-11/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >300 PIW</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >7/16-11/16 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >300 PIW</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 20016 1-1/2C FASTENERS,156513,20016,1-1/2C
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >9/16-13/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >30 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >440 PIW</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >9/16-13/16 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >30 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >440 PIW</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 20005 2E FASTENERS,156504,20005,2E
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >15/16-1 3/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >48 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >560 PIW</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >15/16-1 3/16 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >48 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >560 PIW</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 20008 3 FASTENERS,156507,20008,3
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >3/4-1 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >42 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >450 PIW</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >3/4-1 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >42 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >450 PIW</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 20007 2-1/2 FASTENERS,156506,20007,2-1/2
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >7/16-11/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >300 PIW</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >7/16-11/16 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >300 PIW</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 20004 1-1/2E FASTENERS,156503,20004,1-1/2E
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >5/16-9/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >330 PIW</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >5/16-9/16 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >18 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >330 PIW</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 20001 190E FASTENERS,156501,20001,190E
<table> <tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Market</span> </td> <td> <span >Heavy Duty</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Package</span> </td> <td> <span >E Box - 25 Complete Fastener Sets</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Product Family</span> </td> <td> <span >Flexco<sup>®</sup> Bolt Solid Plate System</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Rubber Covered</span> </td> <td> <span >No</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >3/16-7/16 ''</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >12 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >150 PIW</span> </td> </tr><tr> <td > <span >Belt Thickness after Skiving</span> </td> <td> <span >3/16-7/16 ''</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Minimum Pulley Diameter</span> </td> <td> <span >12 ''</span> </td> </tr><tr> <td > <span >Belt Manufacturer Maximum PIW (kN/m) Rating</span> </td> <td> <span >150 PIW</span> </td> </tr><tr> <td > <span >Material</span> </td> <td> <span >Steel</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td> </tr><tr> <td > <span >Brand</span> </td> <td> <span >Flexco</span> </td></tr></table>,Flexco 20002 1E FASTENERS,156502,20002,1E
