id,catalog_number,description,specifications
1992966,650H300,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:65.0 in|Pitch Code:H |Width:3.00 in|No. of Teeth:130 |Approx. Weight:1.50 lb
1992973,660H075,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:66.0 in|Pitch Code:H |Width:0.75 in|No. of Teeth:132 |Approx. Weight:0.37 lb
1992965,650H200,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:65.0 in|Pitch Code:H |Width:2.00 in|No. of Teeth:130 |Approx. Weight:1.00 lb
1992948,630XH400,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:63.0 in|Pitch Code:XH |Width:4.00 in|No. of Teeth:72 |Approx. Weight:5.24 lb|Construction: 
1992959,63CCB165,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",No. of Teeth:63 
1993000,660L100,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:66.0 in|Pitch Code:L |Width:1.00 in|No. of Teeth:176 |Approx. Weight:0.29 lb
1992961,650H075,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:65.0 in|Pitch Code:H |Width:0.75 in|No. of Teeth:130 |Approx. Weight:0.36 lb
1992945,630XH200,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:63.0 in|Pitch Code:XH |Width:2.00 in|No. of Teeth:72 |Approx. Weight:2.62 lb|Construction: 
1992947,630XH300,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:63.0 in|Pitch Code:XH |Width:3.00 in|No. of Teeth:72 |Approx. Weight:3.93 lb|Construction: 
1992926,630H300,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:63.0 in|Pitch Code:H |Width:3.00 in|No. of Teeth:126 |Approx. Weight:1.47 lb
1992922,630H200,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:63.0 in|Pitch Code:H |Width:2.00 in|No. of Teeth:126 |Approx. Weight:0.98 lb
